ExperimentMode,Function,Algorithm,Run,RestartIndex,RestartIter,RestartRatio,RestartSigma,RestartInefficiencyScore
full,CEC2017-F1,PSO-RS,14,1,3319,0.1,4.467411235205868,
full,CEC2017-F1,PSO-RS,14,2,4129,0.1,3.1171861976996165,
full,CEC2017-F1,PSO-RS,14,3,4215,0.1,2.9738289714952493,
full,CEC2017-F1,PSO-RS,15,1,3731,0.1,3.780630105017503,
full,CEC2017-F1,PSO-RS,15,2,4013,0.1,3.310551758626438,
full,CEC2017-F1,PSO-RS,15,3,4399,0.1,2.6671111851975327,
full,CEC2017-F1,PSO-RS,15,4,5334,0.1,1.108518086347725,
full,CEC2017-F1,PSO-RS,15,5,5414,0.1,0.9751625270878485,
full,CEC2017-F1,PSO-RS,15,6,5655,0.1,0.6,
full,CEC2017-F1,PSO-RS,15,7,5735,0.1,0.6,
full,CEC2017-F1,PSO-RS,16,1,5671,0.1,0.6,
full,CEC2017-F1,PSO-RS,16,2,5751,0.1,0.6,
full,CEC2017-F1,PSO-RS,16,3,5831,0.1,0.6,
full,CEC2017-F1,PSO-RS,17,1,3467,0.1,4.220703450575097,
full,CEC2017-F1,PSO-RS,17,2,4614,0.1,2.3087181196866147,
full,CEC2017-F1,PSO-RS,18,1,3708,0.1,3.818969828304718,
full,CEC2017-F1,PSO-RS,18,2,5902,0.1,0.6,
full,CEC2017-F1,PSO-RS,19,1,3568,0.1,4.0523420570095015,
full,CEC2017-F1,PSO-RS,19,2,5418,0.1,0.968494749124854,
full,CEC2017-F1,PSO-RS,19,3,5862,0.1,0.6,
full,CEC2017-F1,PSO-RS,20,1,3500,0.1,4.1656942823803975,
full,CEC2017-F1,PSO-RS,20,2,5331,0.1,1.1135189198199704,
full,CEC2017-F1,PSO-RS,20,3,5955,0.1,0.6,
full,CEC2017-F1,PSO-RS,21,1,4205,0.1,2.9904984164027337,
full,CEC2017-F1,PSO-RS,21,2,5974,0.1,0.6,
full,CEC2017-F1,PSO-RS,22,1,3324,0.1,4.459076512752127,
full,CEC2017-F1,PSO-RS,22,2,3404,0.1,4.325720953492249,
full,CEC2017-F1,PSO-RS,22,3,4189,0.1,3.0171695282547093,
full,CEC2017-F1,PSO-RS,22,4,5264,0.1,1.2252042007001165,
full,CEC2017-F1,PSO-RS,22,5,5420,0.1,0.965160860143357,
full,CEC2017-F1,PSO-RS,23,1,3493,0.1,4.177362893815636,
full,CEC2017-F1,PSO-RS,23,2,3573,0.1,4.04400733455576,
full,CEC2017-F1,PSO-RS,23,3,4209,0.1,2.98383063843974,
full,CEC2017-F1,PSO-RS,23,4,4289,0.1,2.850475079179863,
full,CEC2017-F1,PSO-RS,23,5,4369,0.1,2.717119519919988,
full,CEC2017-F1,PSO-RS,23,6,5602,0.1,0.6617769628271375,
full,CEC2017-F1,PSO-RS,24,1,3657,0.1,3.90398399733289,
full,CEC2017-F1,PSO-RS,24,2,3737,0.1,3.770628438073013,
full,CEC2017-F1,PSO-RS,25,1,3725,0.1,3.790631771961994,
full,CEC2017-F1,PSO-RS,25,2,3805,0.1,3.657276212702117,
full,CEC2017-F1,PSO-RS,25,3,3885,0.1,3.523920653442241,
full,CEC2017-F1,PSO-RS,25,4,4547,0.1,2.420403400566761,
full,CEC2017-F1,PSO-RS,25,5,4743,0.1,2.093682280380064,
full,CEC2017-F1,PSO-RS,25,6,5062,0.1,1.561926987831305,
full,CEC2017-F1,PSO-RS,25,7,5522,0.1,0.7951325220870142,
full,CEC2017-F1,PSO-RS,25,8,5602,0.1,0.6617769628271375,
full,CEC2017-F1,PSO-RS,26,1,4326,0.1,2.7887981330221705,
full,CEC2017-F1,PSO-RS,26,2,4542,0.1,2.428738123020503,
full,CEC2017-F1,PSO-RS,26,3,4838,0.1,1.93532255375896,
full,CEC2017-F1,PSO-RS,26,4,4918,0.1,1.8019669944990837,
full,CEC2017-F1,PSO-RS,26,5,4998,0.1,1.668611435239207,
full,CEC2017-F1,PSO-RS,27,1,4317,0.1,2.8038006334389065,
full,CEC2017-F1,PSO-RS,27,2,5265,0.1,1.2235372562093685,
full,CEC2017-F1,PSO-RS,27,3,5824,0.1,0.6,
full,CEC2017-F1,PSO-RS,28,1,3448,0.1,4.252375395899316,
full,CEC2017-F1,PSO-RS,28,2,4984,0.1,1.6919486581096856,
full,CEC2017-F1,PSO-RS,29,1,4304,0.1,2.8254709118186363,
full,CEC2017-F1,PSO-RS,29,2,5869,0.1,0.6,
full,CEC2017-F1,PSO-RS,30,1,3726,0.1,3.788964827471245,
full,CEC2017-F1,PSO-RS,30,2,3806,0.1,3.655609268211368,
full,CEC2017-F1,PSO-RS,30,3,5268,0.1,1.2185364227371231,
full,CEC2017-F1,PSO-RS,30,4,5433,0.1,0.9434905817636275,
full,CEC2017-F1,PSO-RS,30,5,5866,0.1,0.6,
full,CEC2017-F1,ARPSO-v4,1,1,2699,0.1782245040858056,9.811494687316992,
full,CEC2017-F1,ARPSO-v4,1,2,2744,0.1721406289716134,9.372989046419557,
full,CEC2017-F1,ARPSO-v4,1,3,2789,0.1751945158207105,9.394248720188966,
full,CEC2017-F1,ARPSO-v4,1,4,2834,0.1705595086876273,9.036826830056398,
full,CEC2017-F1,ARPSO-v4,1,5,2879,0.1769986213549798,9.217470070050704,
full,CEC2017-F1,ARPSO-v4,1,6,2924,0.1371460479523264,7.198878235399291,
full,CEC2017-F1,ARPSO-v4,1,7,2969,0.149256478567494,7.658155283206282,
full,CEC2017-F1,ARPSO-v4,1,8,3014,0.1532089364311868,7.725959586809488,
full,CEC2017-F1,ARPSO-v4,1,9,3059,0.1635759711703462,8.078474954658873,
full,CEC2017-F1,ARPSO-v4,1,10,3104,0.1686322582559241,8.180061615154841,
full,CEC2017-F1,ARPSO-v4,1,11,3149,0.1725257815494032,8.22365487708155,
full,CEC2017-F1,ARPSO-v4,1,12,3194,0.1711538848470185,8.03459520683017,
full,CEC2017-F1,ARPSO-v4,1,13,3239,0.1742445816235431,8.036955573841471,
full,CEC2017-F1,ARPSO-v4,1,14,3284,0.1766418931851026,8.006068806301878,
full,CEC2017-F1,ARPSO-v4,1,15,3329,0.1762555245872384,7.857498054515647,
full,CEC2017-F1,ARPSO-v4,1,16,3374,0.1766355730760341,7.740418982516413,
full,CEC2017-F1,ARPSO-v4,1,17,3419,0.1733497935434704,7.477284173138911,
full,CEC2017-F1,ARPSO-v4,1,18,3464,0.1771824574749189,7.496365235727791,
full,CEC2017-F1,ARPSO-v4,1,19,3509,0.1782483897734958,7.404133876712858,
full,CEC2017-F1,ARPSO-v4,1,20,3554,0.1766572588104131,7.21046324835873,
full,CEC2017-F1,ARPSO-v4,1,21,3599,0.1779049366434148,7.123831119712705,
full,CEC2017-F1,ARPSO-v4,1,22,3644,0.1775698154520972,6.978115563717374,
full,CEC2017-F1,ARPSO-v4,1,23,3689,0.1775118010579603,6.84271368987993,
full,CEC2017-F1,ARPSO-v4,1,24,3734,0.1787431725407803,6.752329785295512,
full,CEC2017-F1,ARPSO-v4,1,25,3779,0.1749426254246888,6.488352598912267,
full,CEC2017-F1,ARPSO-v4,1,26,3824,0.1772690816245962,6.4346917183658325,
full,CEC2017-F1,ARPSO-v4,1,27,3869,0.1778881510900496,6.321849977382983,
full,CEC2017-F1,ARPSO-v4,1,28,3914,0.1778618671917933,6.187446519469487,
full,CEC2017-F1,ARPSO-v4,1,29,3959,0.1793006348199979,6.099067204012912,
full,CEC2017-F1,ARPSO-v4,1,30,4004,0.1775231215651009,5.909963878939462,
full,CEC2017-F1,ARPSO-v4,1,31,4049,0.1789731594913275,5.820164812208526,
full,CEC2017-F1,ARPSO-v4,1,32,4094,0.1779963992664216,5.657221956518905,
full,CEC2017-F1,ARPSO-v4,1,33,4139,0.1780839979708753,5.526093880659515,
full,CEC2017-F1,ARPSO-v4,1,34,4184,0.1777115361266382,5.381996046569534,
full,CEC2017-F1,ARPSO-v4,1,35,4229,0.179350749129301,5.293202599800421,
full,CEC2017-F1,ARPSO-v4,1,36,4274,0.1778026504599407,5.117538646852389,
full,CEC2017-F1,ARPSO-v4,1,37,4319,0.1788888791416881,5.012117152213104,
full,CEC2017-F1,ARPSO-v4,1,38,4364,0.178695366200121,4.872995608045412,
full,CEC2017-F1,ARPSO-v4,1,39,4409,0.1788174244897488,4.7418626941213375,
full,CEC2017-F1,ARPSO-v4,1,40,4454,0.1790822411861843,4.613954571392486,
full,CEC2017-F1,ARPSO-v4,1,41,4499,0.178918563890737,4.475789747051772,
full,CEC2017-F1,ARPSO-v4,1,42,4544,0.1788888063924818,4.340849833450104,
full,CEC2017-F1,ARPSO-v4,1,43,4589,0.1772561721017896,4.1711752368500905,
full,CEC2017-F1,ARPSO-v4,1,44,4634,0.1786403879368391,4.067126001007124,
full,CEC2017-F1,ARPSO-v4,1,45,4679,0.1786446923340148,3.933132350995417,
full,CEC2017-F1,ARPSO-v4,1,46,4724,0.1788635782156128,3.803342540037286,
full,CEC2017-F1,ARPSO-v4,1,47,4769,0.178902289869585,3.669839586694033,
full,CEC2017-F1,ARPSO-v4,1,48,4814,0.1788578744786528,3.534767301071261,
full,CEC2017-F1,ARPSO-v4,1,49,4859,0.1788718218267515,3.400780287214484,
full,CEC2017-F1,ARPSO-v4,1,50,4904,0.1791971772363694,3.272020861022856,
full,CEC2017-F1,ARPSO-v4,1,51,4949,0.1791254410071514,3.136395241117248,
full,CEC2017-F1,ARPSO-v4,1,52,4994,0.1775763188167908,2.9780224972501794,
full,CEC2017-F1,ARPSO-v4,1,53,5039,0.1782491689305168,2.854617341453773,
full,CEC2017-F1,ARPSO-v4,1,54,5084,0.1792905418386546,2.7354689235236997,
full,CEC2017-F1,ARPSO-v4,1,55,5129,0.1792686900522078,2.600645138478272,
full,CEC2017-F1,ARPSO-v4,1,56,5174,0.1792380687779574,2.46574029120466,
full,CEC2017-F1,ARPSO-v4,1,57,5219,0.1794222920577912,2.3334564140958447,
full,CEC2017-F1,ARPSO-v4,1,58,5264,0.1796100964318959,2.200957916741664,
full,CEC2017-F1,ARPSO-v4,1,59,5309,0.1795036318012977,2.0650750398332347,
full,CEC2017-F1,ARPSO-v4,1,60,5354,0.179387616661872,1.9292448138316507,
full,CEC2017-F1,ARPSO-v4,1,61,5399,0.1796108485227138,1.796707283731314,
full,CEC2017-F1,ARPSO-v4,1,62,5444,0.1794304607680682,1.6604137467979712,
full,CEC2017-F1,ARPSO-v4,1,63,5489,0.1795434471538192,1.5266722615068844,
full,CEC2017-F1,ARPSO-v4,1,64,5534,0.1797755619363799,1.3936266757344162,
full,CEC2017-F1,ARPSO-v4,1,65,5579,0.1795462619363911,1.2572777003339168,
full,CEC2017-F1,ARPSO-v4,1,66,5624,0.1789061800121527,1.1188759794000112,
full,CEC2017-F1,ARPSO-v4,1,67,5669,0.1796222705110311,0.9882470042746658,
full,CEC2017-F1,ARPSO-v4,1,68,5714,0.1797671100952733,0.8541212208776263,
full,CEC2017-F1,ARPSO-v4,1,69,5759,0.1798328980414105,0.7195029253071188,
full,CEC2017-F1,ARPSO-v4,1,70,5804,0.1768275617528506,0.5755786150277228,
full,CEC2017-F1,ARPSO-v4,1,71,5849,0.1798566211509422,0.449744083080124,
full,CEC2017-F1,ARPSO-v4,1,72,5894,0.179668406501367,0.4,
full,CEC2017-F1,ARPSO-v4,1,73,5939,0.1787104286544584,0.4,
full,CEC2017-F1,ARPSO-v4,1,74,5984,0.1794109164858363,0.4,
full,CEC2017-F1,ARPSO-v4,2,1,2699,0.1795320367929881,9.877888182648814,
full,CEC2017-F1,ARPSO-v4,2,2,2744,0.17225855821183,9.378895564330051,
full,CEC2017-F1,ARPSO-v4,2,3,2789,0.1731366766615752,9.292606184369031,
full,CEC2017-F1,ARPSO-v4,2,4,2834,0.1729540055100161,9.153439841602337,
full,CEC2017-F1,ARPSO-v4,2,5,2879,0.1713032832487061,8.944048270649668,
full,CEC2017-F1,ARPSO-v4,2,6,2924,0.1711608243610942,8.808307049795964,
full,CEC2017-F1,ARPSO-v4,2,7,2969,0.1737860712659185,8.801802289136388,
full,CEC2017-F1,ARPSO-v4,2,8,3014,0.1756979873535086,8.758898158670906,
full,CEC2017-F1,ARPSO-v4,2,9,3059,0.1702934050865689,8.38236030550496,
full,CEC2017-F1,ARPSO-v4,2,10,3104,0.1707597441944437,8.274832360925508,
full,CEC2017-F1,ARPSO-v4,2,11,3149,0.1732345740777683,8.254737883826374,
full,CEC2017-F1,ARPSO-v4,2,12,3194,0.1762948412806885,8.25648423135648,
full,CEC2017-F1,ARPSO-v4,2,13,3239,0.1744262897730767,8.044672467570622,
full,CEC2017-F1,ARPSO-v4,2,14,3284,0.1709619336604488,7.768781718308721,
full,CEC2017-F1,ARPSO-v4,2,15,3329,0.1767557020672577,7.878047231249999,
full,CEC2017-F1,ARPSO-v4,2,16,3374,0.1777730322842039,7.7863624924056865,
full,CEC2017-F1,ARPSO-v4,2,17,3419,0.1767932283743974,7.61398483140952,
full,CEC2017-F1,ARPSO-v4,2,18,3464,0.1789880872342455,7.56679653489139,
full,CEC2017-F1,ARPSO-v4,2,19,3509,0.1782044068950498,7.402448713277964,
full,CEC2017-F1,ARPSO-v4,2,20,3554,0.1753298584186572,7.160524248917644,
full,CEC2017-F1,ARPSO-v4,2,21,3599,0.176414389093911,7.068786343755544,
full,CEC2017-F1,ARPSO-v4,2,22,3644,0.1773200130594382,6.969063522202065,
full,CEC2017-F1,ARPSO-v4,2,23,3689,0.1756465938117221,6.776416044290635,
full,CEC2017-F1,ARPSO-v4,2,24,3734,0.1785116528156983,6.744260868517422,
full,CEC2017-F1,ARPSO-v4,2,25,3779,0.1775210102584085,6.57642903725493,
full,CEC2017-F1,ARPSO-v4,2,26,3824,0.1776607538636282,6.447799858746582,
full,CEC2017-F1,ARPSO-v4,2,27,3869,0.176898086160176,6.289400903040375,
full,CEC2017-F1,ARPSO-v4,2,28,3914,0.1781829931606464,6.197748969545402,
full,CEC2017-F1,ARPSO-v4,2,29,3959,0.1784312646112412,6.071777806151261,
full,CEC2017-F1,ARPSO-v4,2,30,4004,0.1754953463479672,5.84771640346511,
full,CEC2017-F1,ARPSO-v4,2,31,4049,0.178310518177779,5.800282259043212,
full,CEC2017-F1,ARPSO-v4,2,32,4094,0.179215263498788,5.692950009081379,
full,CEC2017-F1,ARPSO-v4,2,33,4139,0.1795130473836901,5.566993495844133,
full,CEC2017-F1,ARPSO-v4,2,34,4184,0.179287713049166,5.4260150925293145,
full,CEC2017-F1,ARPSO-v4,2,35,4229,0.1791788384163108,5.288520558506472,
full,CEC2017-F1,ARPSO-v4,2,36,4274,0.1759305263817147,5.067847072078031,
full,CEC2017-F1,ARPSO-v4,2,37,4319,0.1799061699763915,5.038414590539518,
full,CEC2017-F1,ARPSO-v4,2,38,4364,0.1792431177429193,4.886775962809284,
full,CEC2017-F1,ARPSO-v4,2,39,4409,0.179484461145843,4.758182156850096,
full,CEC2017-F1,ARPSO-v4,2,40,4454,0.1793730473817796,4.620867963196681,
full,CEC2017-F1,ARPSO-v4,2,41,4499,0.1791421053211515,4.480949255364005,
full,CEC2017-F1,ARPSO-v4,2,42,4544,0.1797731298131185,4.360648372853233,
full,CEC2017-F1,ARPSO-v4,2,43,4589,0.1798604175461786,4.227676747254468,
full,CEC2017-F1,ARPSO-v4,2,44,4634,0.1797529530978873,4.090493764016303,
full,CEC2017-F1,ARPSO-v4,2,45,4679,0.1797575365240702,3.9557354155708926,
full,CEC2017-F1,ARPSO-v4,2,46,4724,0.1782658734880916,3.791616377560109,
full,CEC2017-F1,ARPSO-v4,2,47,4769,0.1791523602427006,3.6745724764156336,
full,CEC2017-F1,ARPSO-v4,2,48,4814,0.1777508119791492,3.514581335791225,
full,CEC2017-F1,ARPSO-v4,2,49,4859,0.1798004758287241,3.4170701646901995,
full,CEC2017-F1,ARPSO-v4,2,50,4904,0.1798609906170511,3.283205427453359,
full,CEC2017-F1,ARPSO-v4,2,51,4949,0.1795532640424825,3.143307380634311,
full,CEC2017-F1,ARPSO-v4,2,52,4994,0.1797782085403736,3.0120727749457026,
full,CEC2017-F1,ARPSO-v4,2,53,5039,0.1793842898128654,2.8713849983256314,
full,CEC2017-F1,ARPSO-v4,2,54,5084,0.1793412476398021,2.736182824169447,
full,CEC2017-F1,ARPSO-v4,2,55,5129,0.179906961617245,2.6091895819611444,
full,CEC2017-F1,ARPSO-v4,2,56,5174,0.1781927705183319,2.452470832486806,
full,CEC2017-F1,ARPSO-v4,2,57,5219,0.1794922625643012,2.334296200138305,
full,CEC2017-F1,ARPSO-v4,2,58,5264,0.1796292947755915,2.201175041892517,
full,CEC2017-F1,ARPSO-v4,2,59,5309,0.1798840912192293,2.069114436117838,
full,CEC2017-F1,ARPSO-v4,2,60,5354,0.1794004121871876,1.9293718059789864,
full,CEC2017-F1,ARPSO-v4,2,61,5399,0.1793731376213087,1.7945126634867643,
full,CEC2017-F1,ARPSO-v4,2,62,5444,0.1799280549015615,1.6646631434013348,
full,CEC2017-F1,ARPSO-v4,2,63,5489,0.1798099430645986,1.528763577974975,
full,CEC2017-F1,ARPSO-v4,2,64,5534,0.1799437605539992,1.3948301433460897,
full,CEC2017-F1,ARPSO-v4,2,65,5579,0.1797796648555452,1.2587860936719557,
full,CEC2017-F1,ARPSO-v4,2,66,5624,0.1795989003594142,1.122873109130193,
full,CEC2017-F1,ARPSO-v4,2,67,5669,0.179851536880839,0.989411166025264,
full,CEC2017-F1,ARPSO-v4,2,68,5714,0.1798362011693096,0.8544242091618328,
full,CEC2017-F1,ARPSO-v4,2,69,5759,0.1794750499362483,0.7181814197448235,
full,CEC2017-F1,ARPSO-v4,2,70,5804,0.1790946278169403,0.5823809469419773,
full,CEC2017-F1,ARPSO-v4,2,71,5849,0.1794904631449478,0.448898962212813,
full,CEC2017-F1,ARPSO-v4,2,72,5894,0.1798453905244232,0.4,
full,CEC2017-F1,ARPSO-v4,2,73,5939,0.1795100088563641,0.4,
full,CEC2017-F1,ARPSO-v4,2,74,5984,0.1795218277287193,0.4,
full,CEC2017-F1,ARPSO-v4,3,1,2699,0.179848927231301,9.893979148267688,
full,CEC2017-F1,ARPSO-v4,3,2,2744,0.1362387699716784,7.574834722573967,
full,CEC2017-F1,ARPSO-v4,3,3,2789,0.0924206654839392,5.305812551375663,
full,CEC2017-F1,ARPSO-v4,3,4,2834,0.1173383884990676,6.444935688248794,
full,CEC2017-F1,ARPSO-v4,3,5,2879,0.125254677850566,6.733346761287383,
full,CEC2017-F1,ARPSO-v4,3,6,2924,0.144219235195623,7.533550179797259,
full,CEC2017-F1,ARPSO-v4,3,7,2969,0.1501153991419338,7.698200870402393,
full,CEC2017-F1,ARPSO-v4,3,8,3014,0.1621711182945858,8.137599160516581,
full,CEC2017-F1,ARPSO-v4,3,9,3059,0.1659692583886664,8.186743221244763,
full,CEC2017-F1,ARPSO-v4,3,10,3104,0.1691232455787158,8.201933080391075,
full,CEC2017-F1,ARPSO-v4,3,11,3149,0.1739727773278947,8.287110652562603,
full,CEC2017-F1,ARPSO-v4,3,12,3194,0.1756617297741609,8.229158480513748,
full,CEC2017-F1,ARPSO-v4,3,13,3239,0.1727156713776598,7.972024870847824,
full,CEC2017-F1,ARPSO-v4,3,14,3284,0.1775686191940709,8.044783891344492,
full,CEC2017-F1,ARPSO-v4,3,15,3329,0.1736190097120599,7.749180082801489,
full,CEC2017-F1,ARPSO-v4,3,16,3374,0.1771986154710165,7.763161023423162,
full,CEC2017-F1,ARPSO-v4,3,17,3419,0.1788009093371008,7.693687605724852,
full,CEC2017-F1,ARPSO-v4,3,18,3464,0.1778936239055877,7.524105349876232,
full,CEC2017-F1,ARPSO-v4,3,19,3509,0.1760246133720149,7.318931934240074,
full,CEC2017-F1,ARPSO-v4,3,20,3554,0.1777243259159027,7.250608078747211,
full,CEC2017-F1,ARPSO-v4,3,21,3599,0.1762297452911592,7.061967589964207,
full,CEC2017-F1,ARPSO-v4,3,22,3644,0.1780971537965149,6.997224622423627,
full,CEC2017-F1,ARPSO-v4,3,23,3689,0.1788693236538399,6.890965996492292,
full,CEC2017-F1,ARPSO-v4,3,24,3734,0.1788876232535819,6.757364176122121,
full,CEC2017-F1,ARPSO-v4,3,25,3779,0.1781617959833859,6.598317982480927,
full,CEC2017-F1,ARPSO-v4,3,26,3824,0.1792277196278047,6.500241684236737,
full,CEC2017-F1,ARPSO-v4,3,27,3869,0.1772187105279125,6.299909268331189,
full,CEC2017-F1,ARPSO-v4,3,28,3914,0.1782793078129211,6.200838962236381,
full,CEC2017-F1,ARPSO-v4,3,29,3959,0.1768440856609918,6.021956501700383,
full,CEC2017-F1,ARPSO-v4,3,30,4004,0.1788906796445197,5.95194438905177,
full,CEC2017-F1,ARPSO-v4,3,31,4049,0.1783820365071577,5.802428166575827,
full,CEC2017-F1,ARPSO-v4,3,32,4094,0.1795246465813252,5.702018824738862,
full,CEC2017-F1,ARPSO-v4,3,33,4139,0.1798201950000014,5.575784108120625,
full,CEC2017-F1,ARPSO-v4,3,34,4184,0.1796190256940453,5.43526790313297,
full,CEC2017-F1,ARPSO-v4,3,35,4229,0.1786321792590405,5.27363212774183,
full,CEC2017-F1,ARPSO-v4,3,36,4274,0.1794062825754467,5.160103670242153,
full,CEC2017-F1,ARPSO-v4,3,37,4319,0.1793387287963835,5.023745973732918,
full,CEC2017-F1,ARPSO-v4,3,38,4364,0.1790313195990824,4.881447536812543,
full,CEC2017-F1,ARPSO-v4,3,39,4409,0.1797675728941162,4.765108660186618,
full,CEC2017-F1,ARPSO-v4,3,40,4454,0.1798588148546253,4.632416207066247,
full,CEC2017-F1,ARPSO-v4,3,41,4499,0.1797284430765242,4.494482382162969,
full,CEC2017-F1,ARPSO-v4,3,42,4544,0.1785534996194886,4.333342869140076,
full,CEC2017-F1,ARPSO-v4,3,43,4589,0.179822436704959,4.226852717822082,
full,CEC2017-F1,ARPSO-v4,3,44,4634,0.1780869274805356,4.055501393990248,
full,CEC2017-F1,ARPSO-v4,3,45,4679,0.1797409354153951,3.955398229166217,
full,CEC2017-F1,ARPSO-v4,3,46,4724,0.1796869265336899,3.8194955261331462,
full,CEC2017-F1,ARPSO-v4,3,47,4769,0.1799668286786325,3.689987294416526,
full,CEC2017-F1,ARPSO-v4,3,48,4814,0.1798167428836393,3.552251123655676,
full,CEC2017-F1,ARPSO-v4,3,49,4859,0.1796454379363033,3.4143505853137435,
full,CEC2017-F1,ARPSO-v4,3,50,4904,0.1784452549220843,3.259351750517633,
full,CEC2017-F1,ARPSO-v4,3,51,4949,0.1799166431269456,3.14917832895164,
full,CEC2017-F1,ARPSO-v4,3,52,4994,0.1786717321143602,2.9949620953481784,
full,CEC2017-F1,ARPSO-v4,3,53,5039,0.179697010604312,2.876004413763415,
full,CEC2017-F1,ARPSO-v4,3,54,5084,0.1799751717023618,2.74510801196601,
full,CEC2017-F1,ARPSO-v4,3,55,5129,0.1797797110804038,2.607486098554137,
full,CEC2017-F1,ARPSO-v4,3,56,5174,0.1797270607974018,2.4719477629531563,
full,CEC2017-F1,ARPSO-v4,3,57,5219,0.179107278340663,2.32967561935785,
full,CEC2017-F1,ARPSO-v4,3,58,5264,0.1791730113591377,2.196014669352065,
full,CEC2017-F1,ARPSO-v4,3,59,5309,0.1794731724408754,2.064751648108593,
full,CEC2017-F1,ARPSO-v4,3,60,5354,0.1799620655134989,1.9349460641831089,
full,CEC2017-F1,ARPSO-v4,3,61,5399,0.1796210129293304,1.796801124663315,
full,CEC2017-F1,ARPSO-v4,3,62,5444,0.1779835471946264,1.648057271489109,
full,CEC2017-F1,ARPSO-v4,3,63,5489,0.1798727701010313,1.5292566107406516,
full,CEC2017-F1,ARPSO-v4,3,64,5534,0.1798854364076836,1.3944128318243738,
full,CEC2017-F1,ARPSO-v4,3,65,5579,0.1798340493203246,1.2591375595604863,
